date-time,value,quality-code
2026-02-02 07:00:00+00:00,3957.0,0
2026-02-03 07:00:00+00:00,3957.0,0
2026-02-04 07:00:00+00:00,3957.0,0
2026-02-05 07:00:00+00:00,3957.0,0
2026-02-06 07:00:00+00:00,3957.0,0
2026-02-07 07:00:00+00:00,3957.0,0
2026-02-08 07:00:00+00:00,3957.0,0
2026-02-09 07:00:00+00:00,3957.0,0
2026-02-10 07:00:00+00:00,3957.0,0
2026-02-11 07:00:00+00:00,3957.0,0
2026-02-12 07:00:00+00:00,3957.0,0
2026-02-13 07:00:00+00:00,3957.0,0
2026-02-14 07:00:00+00:00,3957.0,0
2026-02-15 07:00:00+00:00,3957.0,0
2026-02-16 07:00:00+00:00,3957.0,0
2026-02-17 07:00:00+00:00,3957.0,0
2026-02-18 07:00:00+00:00,3957.0,0
2026-02-19 07:00:00+00:00,3957.0,0
2026-02-20 07:00:00+00:00,3957.0,0
2026-02-21 07:00:00+00:00,3957.0,0
2026-02-22 07:00:00+00:00,3957.0,0
2026-02-23 07:00:00+00:00,3957.0,0
2026-02-24 07:00:00+00:00,3957.0,0
2026-02-25 07:00:00+00:00,3957.0,0
2026-02-26 07:00:00+00:00,3957.0,0
2026-02-27 07:00:00+00:00,3957.0,0
2026-02-28 07:00:00+00:00,3957.0,0
2026-03-01 07:00:00+00:00,3957.0,0
2026-03-02 07:00:00+00:00,3957.0,0
2026-03-03 07:00:00+00:00,3957.0,0
2026-03-04 07:00:00+00:00,3957.0,0
2026-03-05 07:00:00+00:00,3957.0,0
2026-03-06 07:00:00+00:00,3957.0,0
2026-03-07 07:00:00+00:00,3957.0,0
2026-03-08 07:00:00+00:00,3957.0,0
2026-03-09 06:00:00+00:00,3957.0,0
2026-03-10 06:00:00+00:00,3957.0,0
2026-03-11 06:00:00+00:00,3957.0,0
2026-03-12 06:00:00+00:00,3957.0,0
2026-03-13 06:00:00+00:00,3957.0,0
2026-03-14 06:00:00+00:00,3957.0,0
2026-03-15 06:00:00+00:00,3957.0,0
2026-03-16 06:00:00+00:00,3957.0,0
2026-03-17 06:00:00+00:00,3957.0,0
2026-03-18 06:00:00+00:00,3957.0,0
2026-03-19 06:00:00+00:00,3957.0,0
2026-03-20 06:00:00+00:00,3957.0,0
2026-03-21 06:00:00+00:00,3957.0,0
2026-03-22 06:00:00+00:00,3957.0,0
2026-03-23 06:00:00+00:00,3957.0,0
2026-03-24 06:00:00+00:00,3957.0,0
2026-03-25 06:00:00+00:00,3957.0,0
2026-03-26 06:00:00+00:00,3957.0,0
2026-03-27 06:00:00+00:00,3957.0,0
2026-03-28 06:00:00+00:00,3957.0,0
2026-03-29 06:00:00+00:00,3957.0,0
2026-03-30 06:00:00+00:00,3957.0,0
2026-03-31 06:00:00+00:00,3957.0,0
2026-04-01 06:00:00+00:00,3957.0,0
2026-04-02 06:00:00+00:00,3957.0,0
2026-04-03 06:00:00+00:00,3957.0,0
2026-04-04 06:00:00+00:00,3957.0,0
2026-04-05 06:00:00+00:00,3957.0,0
2026-04-06 06:00:00+00:00,3957.0,0
2026-04-07 06:00:00+00:00,3957.0,0
2026-04-08 06:00:00+00:00,3957.0,0
2026-04-09 06:00:00+00:00,3957.0,0
2026-04-10 06:00:00+00:00,3957.0,0
2026-04-11 06:00:00+00:00,3957.0,0
2026-04-12 06:00:00+00:00,3957.0,0
2026-04-13 06:00:00+00:00,3957.0,0
2026-04-14 06:00:00+00:00,3957.0,0
2026-04-15 06:00:00+00:00,3957.0,0
2026-04-16 06:00:00+00:00,3957.0,0
2026-04-17 06:00:00+00:00,3957.0,0
2026-04-18 06:00:00+00:00,3957.0,0
2026-04-19 06:00:00+00:00,3957.0,0
2026-04-20 06:00:00+00:00,3957.0,0
2026-04-21 06:00:00+00:00,3957.0,0
2026-04-22 06:00:00+00:00,3957.0,0
2026-04-23 06:00:00+00:00,3957.0,0
2026-04-24 06:00:00+00:00,3957.0,0
2026-04-25 06:00:00+00:00,3957.0,0
2026-04-26 06:00:00+00:00,3957.0,0
2026-04-27 06:00:00+00:00,3957.0,0
2026-04-28 06:00:00+00:00,3957.0,0
2026-04-29 06:00:00+00:00,3957.0,0
2026-04-30 06:00:00+00:00,3957.0,0
2026-05-01 06:00:00+00:00,3957.0,0
2026-05-02 06:00:00+00:00,3957.0,0
2026-05-03 06:00:00+00:00,3957.0,0
2026-05-04 06:00:00+00:00,3957.0,0
2026-05-05 06:00:00+00:00,3957.0,0
2026-05-06 06:00:00+00:00,3957.0,0
2026-05-07 06:00:00+00:00,3957.0,0
2026-05-08 06:00:00+00:00,3957.0,0
2026-05-09 06:00:00+00:00,3957.0,0
2026-05-10 06:00:00+00:00,3957.0,0
2026-05-11 06:00:00+00:00,3957.0,0
2026-05-12 06:00:00+00:00,3957.0,0
2026-05-13 06:00:00+00:00,3957.0,0
2026-05-14 06:00:00+00:00,3957.0,0
2026-05-15 06:00:00+00:00,3957.0,0
2026-05-16 06:00:00+00:00,3957.0,0
2026-05-17 06:00:00+00:00,3957.0,0
2026-05-18 06:00:00+00:00,3957.0,0
2026-05-19 06:00:00+00:00,3957.0,0
2026-05-20 06:00:00+00:00,3957.0,0
2026-05-21 06:00:00+00:00,3957.0,0
2026-05-22 06:00:00+00:00,3957.0,0
2026-05-23 06:00:00+00:00,3957.0,0
2026-05-24 06:00:00+00:00,3957.0,0
2026-05-25 06:00:00+00:00,3957.0,0
